scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
brand,Adrenaline Shoc,2023-01,130465.9,50239,18,1935,13247,15667,2.5969,0.9972,0.3674,0.97834,1.04185,0.3674,0.3674,26101,24138,0.2245,0.1638
brand,Adrenaline Shoc,2023-02,115789.59,44621,23,1840,12488,15754,2.595,1.03889,0.3368,1.03741,1.04136,0.3368,0.3368,22795,21826,0.2184,0.1617
brand,Adrenaline Shoc,2023-03,130626.32,49974,23,1927,12952,15943,2.6139,1.04809,0.2856,1.05887,1.04485,0.2856,0.2856,25765,24209,0.2324,0.1615
brand,Adrenaline Shoc,2023-04,126371.49,48295,23,1870,12829,16085,2.6167,1.05014,0.2501,1.04732,1.05214,0.2501,0.2501,24429,23866,0.2334,0.1649
brand,Adrenaline Shoc,2023-05,127654.93,48617,23,1817,12811,16262,2.6257,1.06804,0.2156,1.06913,1.06853,0.2156,0.2156,25021,23596,0.5897,0.1657
brand,Adrenaline Shoc,2023-06,122325.84,46622,23,1757,12585,16311,2.6238,1.08743,0.1847,1.09711,1.07297,0.1847,0.1847,24121,22501,0.211,0.163
brand,Adrenaline Shoc,2023-07,115234.54,43739,23,1700,11996,16296,2.6346,1.08291,0.1574,1.10341,1.06701,0.1574,0.1574,22509,21230,0.2363,0.1668
brand,Adrenaline Shoc,2023-08,114642.82,43685,22,1687,11636,16348,2.6243,1.06626,0.1296,1.09061,1.0448,0.1296,0.1296,22376,21309,0.204,0.1671
brand,Adrenaline Shoc,2023-09,103228.86,38877,20,1580,10784,16420,2.6553,1.07993,0.118,1.09023,1.0689,0.118,0.1181,19888,18989,0.1873,0.1453
brand,Adrenaline Shoc,2023-10,95537.32,35787,20,1524,10185,16433,2.6696,1.09536,0.1043,1.11739,1.0754,0.1043,0.1043,18637,17150,0.1809,0.1379
brand,Adrenaline Shoc,2023-11,80251.03,30156,20,1369,9091,16443,2.6612,1.08831,0.0919,1.1032,1.07545,0.092,0.0919,15717,14439,0.2156,0.1514
brand,Adrenaline Shoc,2023-12,72477.86,27116,18,1295,8351,16565,2.6729,1.09974,0.0806,1.10188,1.09705,0.0807,0.0806,13834,13282,0.1922,0.1476
brand,Adrenaline Shoc,2024-01,64429.3,24029,18,1172,7726,16410,2.6813,1.1198,0.0698,1.13068,1.11118,0.0698,0.0698,12163,11866,0.1718,0.127
brand,Adrenaline Shoc,2024-02,67240.86,24950,18,1088,7891,16513,2.695,1.1324,0.0555,1.1329,1.13535,0.0555,0.0555,12745,12205,0.1715,0.1212
brand,Adrenaline Shoc,2024-03,69691.52,25812,18,995,7929,16734,2.7,1.12591,0.0447,1.12541,1.12783,0.0447,0.0447,13493,12319,0.1561,0.1109
brand,Adrenaline Shoc,2024-04,67469.68,24873,18,1144,7717,16783,2.7126,1.13008,0.0415,1.12675,1.13189,0.0415,0.0415,13308,11565,0.1407,0.1051
brand,Adrenaline Shoc,2024-05,67902.81,25088,18,1209,7576,17009,2.7066,1.12651,0.0358,1.12473,1.12812,0.0358,0.0358,12642,12446,0.146,0.1164
brand,Adrenaline Shoc,2024-06,60929.66,22744,18,1240,7056,17143,2.6789,1.11679,0.0293,1.09946,1.11447,0.0274,0.0293,11168,11576,0.1625,0.1356
brand,Adrenaline Shoc,2024-07,58055.5,21971,18,1215,6489,17163,2.6424,1.09017,0.0297,1.05818,1.11656,0.0297,0.0283,11130,10841,0.1783,0.1536
brand,Adrenaline Shoc,2024-08,51813.49,19584,17,1212,5961,17126,2.6457,1.11156,0.0195,1.1008,1.1251,0.0195,0.0195,9790,9794,0.171,0.14
brand,Adrenaline Shoc,2024-09,46205.06,17636,18,1176,5492,17200,2.6199,1.1189,0.0198,1.13382,1.06195,0.0198,0.0154,8681,8955,0.1834,0.1601
brand,Adrenaline Shoc,2024-10,43392.63,16689,17,1085,4976,17368,2.6001,1.04775,0.0138,1.08233,1.00991,0.0138,0.0138,8309,8380,0.2033,0.1724
brand,Adrenaline Shoc,2024-11,31878.18,11882,15,982,4071,17969,2.6829,1.14642,0.0101,1.13785,1.16507,0.0101,0.0101,6005,5877,0.1676,0.1358
brand,Adrenaline Shoc,2024-12,29177.72,10885,15,934,3774,17998,2.6805,1.13357,0.007,1.15752,1.1082,0.007,0.007,5453,5432,0.1734,0.1531
brand,Adrenaline Shoc,2025-01,24711.16,9430,14,797,3265,18098,2.6205,1.12553,0.0042,,1.14234,0.0,0.0042,4788,4642,0.1461,0.1183
brand,Adrenaline Shoc,2025-02,17339.16,6558,15,638,2587,18195,2.644,1.12386,0.0102,1.0955,1.15708,0.0102,0.0057,3258,3300,0.0935,0.0801
brand,Adrenaline Shoc,2025-03,16447.11,5971,13,560,2339,18342,2.7545,,0.0,,,0.0,0.0,3048,2923,0.0904,0.0791
brand,Adrenaline Shoc,2025-04,13267.87,4788,13,475,1956,18651,2.7711,,0.0,,,0.0,0.0,2511,2277,0.0798,0.0749
brand,Adrenaline Shoc,2025-05,11399.24,4064,13,409,1703,18791,2.8049,,0.0,,,0.0,0.0,2056,2008,0.0672,0.0624
brand,Adrenaline Shoc,2025-06,9904.51,3531,13,372,1562,18897,2.805,,0.0,,,0.0,0.0,1856,1675,0.0535,0.0501
brand,Adrenaline Shoc,2025-07,8612.73,3086,12,334,1332,19270,2.7909,,0.0,,,0.0,0.0,1616,1470,0.0561,0.0549
brand,Adrenaline Shoc,2025-08,6946.5,2500,12,269,1073,19396,2.7786,,0.0,,,0.0,0.0,1411,1089,0.0712,0.0623
brand,Adrenaline Shoc,2025-09,5624.75,2028,12,212,920,19610,2.7735,,0.0,,,0.0,0.0,1136,892,0.0745,0.0703
brand,Adrenaline Shoc,2025-10,5531.1,2087,12,188,773,19538,2.6503,,0.0,,,0.0,0.0,1223,864,0.1437,0.1275
brand,Adrenaline Shoc,2025-11,4228.29,1623,9,169,617,19953,2.6052,,0.0,,,0.0,0.0,941,682,0.2039,0.1762
brand,Adrenaline Shoc,2025-12,4282.95,1686,9,167,572,20022,2.5403,,0.0,,,0.0,0.0,1021,665,0.2372,0.2169
brand,Alani Nu,2020-01,346.84,116,4,2,7,11799,2.99,,0.0,,,0.0,0.0,97,19,0.0,0.0
brand,Alani Nu,2020-02,74.75,25,1,2,2,12202,2.99,,0.0,,,0.0,0.0,24,1,0.0,0.0
brand,Alani Nu,2020-03,83.72,29,1,2,2,12679,2.8869,,0.0,,,0.0,0.0,27,2,0.0,0.0
brand,Alani Nu,2020-04,101.66,34,1,1,1,12904,2.99,,0.0,,,0.0,0.0,34,0,0.0,0.0
brand,Alani Nu,2020-06,107.64,36,1,1,1,13369,2.99,,0.0,,,0.0,0.0,36,0,0.0,0.0
brand,Alani Nu,2020-07,2654.28,969,5,32,117,13502,2.7392,,0.0,,,0.0,0.0,593,376,0.4438,0.3639
brand,Alani Nu,2020-08,5117.07,1871,5,53,215,13515,2.7349,,0.0,,,0.0,0.0,1006,865,0.2929,0.2199
brand,Alani Nu,2020-09,6897.89,2519,6,73,319,13545,2.7383,,0.0,,,0.0,0.0,1393,1126,0.3132,0.2123
brand,Alani Nu,2020-10,10013.51,3726,6,110,470,13548,2.6875,,0.0,,,0.0,0.0,2311,1415,0.3709,0.1858
brand,Alani Nu,2020-11,13409.52,5005,7,138,625,13486,2.6792,,0.0,,,0.0,0.0,3088,1917,0.3654,0.1426
brand,Alani Nu,2020-12,19630.79,7346,8,155,795,13606,2.6723,,0.0,,,0.0,0.0,4887,2459,0.2348,0.1236
brand,Alani Nu,2021-01,27189.71,10237,8,191,1025,13565,2.656,,0.0,,,0.0,0.0,7008,3229,0.1696,0.0993
brand,Alani Nu,2021-02,33403.67,12383,8,230,1261,13620,2.6975,,0.0,,,0.0,0.0,8089,4294,0.226,0.1347
brand,Alani Nu,2021-03,64083.91,23789,8,308,1742,13673,2.6938,,0.0,,,0.0,0.0,15120,8669,0.1956,0.1383
brand,Alani Nu,2021-04,90183.08,32946,8,394,2247,13644,2.7373,,0.0,,,0.0,0.0,19997,12949,0.1974,0.141
brand,Alani Nu,2021-05,116737.29,42692,10,470,2723,13646,2.7344,,0.0,,,0.0,0.0,25130,17562,0.2201,0.1426
brand,Alani Nu,2021-06,132863.09,48530,10,527,3158,13617,2.7378,,0.0,,,0.0,0.0,28019,20511,0.2026,0.139
brand,Alani Nu,2021-07,170077.34,61792,12,656,3956,13586,2.7524,,0.0,,,0.0,0.0,35000,26792,0.1931,0.1355
brand,Alani Nu,2021-08,196428.5,71284,12,816,4858,13716,2.7556,,0.0,,,0.0,0.0,39079,32205,0.1999,0.1352
brand,Alani Nu,2021-09,217949.52,79149,12,953,5618,13646,2.7537,,0.0,,,0.0,0.0,42629,36520,0.1751,0.1161
brand,Alani Nu,2021-10,269803.52,97609,12,1068,6411,13645,2.7641,,0.0,,,0.0,0.0,53797,43812,0.185,0.1272
brand,Alani Nu,2021-11,261217.37,93475,12,1132,6855,13706,2.7945,,0.0,,,0.0,0.0,51767,41708,0.1754,0.1269
brand,Alani Nu,2021-12,261370.76,93047,13,1153,7080,13811,2.809,,0.0,,,0.0,0.0,50930,42117,0.1814,0.1202
brand,Alani Nu,2022-01,248546.16,88186,14,1226,7698,14035,2.8184,,0.0,,,0.0,0.0,47818,40368,0.1613,0.1155
brand,Alani Nu,2022-02,293902.34,103455,14,1375,8632,14220,2.8409,,0.0,,,0.0,0.0,56226,47229,0.1542,0.1112
brand,Alani Nu,2022-03,405410.26,142039,15,1566,9953,14753,2.8542,,0.0,,,0.0,0.0,77105,64934,0.161,0.1102
brand,Alani Nu,2022-04,459778.19,160752,16,1721,11016,14920,2.8602,,0.0,,,0.0,0.0,86441,74311,0.1518,0.1102
brand,Alani Nu,2022-05,514621.11,179562,16,1925,12195,15116,2.866,,0.0,,,0.0,0.0,97191,82371,0.1608,0.1217
brand,Alani Nu,2022-06,539363.99,188655,15,2076,13007,15419,2.859,,0.0,,,0.0,0.0,102311,86344,0.1656,0.1257
brand,Alani Nu,2022-07,574499.38,199621,15,2141,13434,15430,2.878,,0.0,,,0.0,0.0,107404,92217,0.1456,0.1085
brand,Alani Nu,2022-08,610643.04,212511,16,2209,14066,15537,2.8735,,0.0,,,0.0,0.0,113943,98568,0.1584,0.1145
brand,Alani Nu,2022-09,668094.43,231207,15,2341,14959,15553,2.8896,,0.0,,,0.0,0.0,123387,107820,0.1532,0.1135
brand,Alani Nu,2022-10,756654.42,261187,16,2449,15949,15676,2.897,,0.0,,,0.0,0.0,139266,121921,0.162,0.116
brand,Alani Nu,2022-11,681176.04,234327,16,2570,16912,15767,2.9069,,0.0,,,0.0,0.0,124454,109873,0.1598,0.1126
brand,Alani Nu,2022-12,654343.81,224793,16,2664,17652,15848,2.9109,,0.0,,,0.0,0.0,120203,104590,0.1563,0.1158
brand,Alani Nu,2023-01,701382.28,243126,18,2699,18499,15667,2.8849,,0.0,,,0.0,0.0,130801,112325,0.1554,0.1102
brand,Alani Nu,2023-02,750642.19,260124,17,2823,19421,15754,2.8857,,0.0,,,0.0,0.0,139633,120491,0.1693,0.119
brand,Alani Nu,2023-03,932755.64,322780,17,3048,21210,15943,2.8898,,0.0,,,0.0,0.0,172214,150566,0.1637,0.1202
brand,Alani Nu,2023-04,988113.42,341056,19,3214,22467,16085,2.8972,,0.0,,,0.0,0.0,181465,159591,0.1681,0.1218
brand,Alani Nu,2023-05,1083557.4,375888,17,3433,24117,16262,2.8827,,0.0,,,0.0,0.0,200180,175708,0.2517,0.1436
brand,Alani Nu,2023-06,1077259.46,373513,20,3600,25126,16311,2.8841,,0.0,,,0.0,0.0,200298,173215,0.1902,0.1499
brand,Alani Nu,2023-07,1134106.07,391195,17,3808,26829,16296,2.8991,,0.0,,,0.0,0.0,210101,181094,0.1822,0.1408
brand,Alani Nu,2023-08,1238547.03,424929,18,3899,28819,16348,2.9147,,0.0,,,0.0,0.0,226560,198369,0.1678,0.1343
brand,Alani Nu,2023-09,1343445.81,460045,17,3918,31225,16420,2.9202,,0.0,,,0.0,0.0,244149,215896,0.179,0.1358
brand,Alani Nu,2023-10,1453401.21,497097,17,4042,32483,16433,2.9238,,0.0,,,0.0,0.0,262925,234172,0.1771,0.137
brand,Alani Nu,2023-11,1318447.32,448345,19,4163,32472,16443,2.9407,,0.0,,,0.0,0.0,236314,212031,0.1588,0.1246
brand,Alani Nu,2023-12,1224969.91,415753,20,4357,32644,16565,2.9464,,0.0,,,0.0,0.0,217969,197784,0.184,0.1274
brand,Alani Nu,2024-01,1152263.82,391461,19,4347,32801,16410,2.9435,,0.0,,,0.0,0.0,204499,186962,0.1609,0.1309
brand,Alani Nu,2024-02,1330727.07,451277,20,4507,34656,16513,2.9488,,0.0,,,0.0,0.0,236838,214439,0.1635,0.1338
brand,Alani Nu,2024-03,1534276.37,519153,19,4768,36678,16734,2.9553,,0.0,,,0.0,0.0,272292,246861,0.168,0.1342
brand,Alani Nu,2024-04,1646008.88,555895,20,4957,37823,16783,2.961,,0.0,,,0.0,0.0,293173,262722,0.1768,0.1398
brand,Alani Nu,2024-05,1880630.45,638265,21,5271,41202,17009,2.9465,,0.0,,,0.0,0.0,332472,305793,0.2012,0.1646
brand,Alani Nu,2024-06,1878258.82,642129,20,5407,42325,17143,2.925,,0.0,,,0.0,0.0,331168,310961,0.2153,0.179
brand,Alani Nu,2024-07,1884737.27,643462,20,5474,42576,17163,2.9291,,0.0,,,0.0,0.0,333098,310364,0.2183,0.1794
brand,Alani Nu,2024-08,2296108.85,783893,21,5628,46088,17126,2.9291,,0.0,,,0.0,0.0,404725,379168,0.2386,0.1831
brand,Alani Nu,2024-09,2587177.12,882684,21,5827,48253,17200,2.931,,0.0,,,0.0,0.0,458269,424415,0.2438,0.1821
brand,Alani Nu,2024-10,2671752.74,907940,24,6118,49313,17368,2.9427,,0.0,,,0.0,0.0,469167,438773,0.2333,0.1838
brand,Alani Nu,2024-11,2763626.92,940317,24,6414,52539,17969,2.939,,0.0,,,0.0,0.0,484870,455447,0.2392,0.1893
brand,Alani Nu,2024-12,2827925.12,960125,23,6648,53672,17998,2.9454,,0.0,,,0.0,0.0,494816,465309,0.2301,0.1861
brand,Alani Nu,2025-01,2736564.76,925444,24,6812,55112,18098,2.957,,0.0,,,0.0,0.0,478626,446818,0.2129,0.1727
brand,Alani Nu,2025-02,3083221.93,1040040,22,7086,59779,18195,2.9645,,0.0,,,0.0,0.0,537358,502682,0.2207,0.1748
brand,Alani Nu,2025-03,4066703.63,1372874,23,7630,65460,18342,2.9622,,0.0,,,0.0,0.0,707429,665445,0.2296,0.1817
brand,Alani Nu,2025-04,4838799.47,1639809,24,7927,73678,18651,2.9508,,0.0,,,0.0,0.0,845181,794628,0.2514,0.1978
brand,Alani Nu,2025-05,5050693.26,1686458,25,8199,76979,18791,2.9949,,0.0,,,0.0,0.0,861405,825053,0.2367,0.1928
brand,Alani Nu,2025-06,5432112.63,1803081,25,8424,81668,18897,3.0127,,0.0,,,0.0,0.0,922005,881076,0.2622,0.1978
brand,Alani Nu,2025-07,5512278.74,1825410,25,8920,85353,19270,3.0197,,0.0,,,0.0,0.0,935726,889684,0.2592,0.1986
brand,Alani Nu,2025-08,6579277.7,2163180,26,9540,91659,19396,3.0415,,0.0,,,0.0,0.0,1106674,1056506,0.3118,0.2068
brand,Alani Nu,2025-09,5944079.52,1952005,27,9900,92359,19610,3.0451,,0.0,,,0.0,0.0,995311,956694,0.2748,0.2084
brand,Alani Nu,2025-10,5719428.41,1880487,24,10056,93492,19538,3.0415,,0.0,,,0.0,0.0,959314,921173,0.2764,0.2135
brand,Alani Nu,2025-11,4669005.1,1525803,24,9965,92481,19953,3.06,,0.0,,,0.0,0.0,771818,753985,0.2591,0.2061
brand,Alani Nu,2025-12,5638670.77,1839016,23,11516,118038,20022,3.0661,,0.0,,,0.0,0.0,933619,905397,0.3325,0.2406
brand,Alka-Hydrate,2021-02,229.29,91,1,2,2,13620,2.5197,,0.0,,,0.0,0.0,11,80,0.0,0.0
brand,Alka-Hydrate,2021-03,90.7,38,1,4,4,13673,2.3868,,0.0,,,0.0,0.0,32,6,0.2105,0.1562
brand,Alka-Hydrate,2021-04,240.42,106,1,6,6,13644,2.2681,,0.0,,,0.0,0.0,106,0,0.4528,0.3049
brand,Alka-Hydrate,2021-05,1013.92,464,1,8,8,13646,2.1852,,0.0,,,0.0,0.0,460,4,0.5797,0.4207
brand,Alka-Hydrate,2021-06,897.36,402,1,9,9,13617,2.2322,,0.0,,,0.0,0.0,402,0,0.5348,0.3433
brand,Alka-Hydrate,2021-07,1653.06,724,1,10,10,13586,2.2832,,0.0,,,0.0,0.0,709,15,0.3812,0.264
brand,Alka-Hydrate,2021-08,1876.35,843,1,10,10,13716,2.2258,,0.0,,,0.0,0.0,803,40,0.4887,0.3328
brand,Alka-Hydrate,2021-09,2799.6,1211,1,12,12,13646,2.3118,,0.0,,,0.0,0.0,1052,159,0.3311,0.2209
brand,Alka-Hydrate,2021-10,2354.57,998,1,13,13,13645,2.3593,,0.0,,,0.0,0.0,798,200,0.3026,0.2105
brand,Alka-Hydrate,2021-11,1823.88,823,1,12,12,13706,2.2161,,0.0,,,0.0,0.0,616,207,0.5723,0.3661
brand,Alka-Hydrate,2021-12,1512.73,677,1,13,13,13811,2.2345,,0.0,,,0.0,0.0,508,169,0.5362,0.3427
brand,Alka-Hydrate,2022-01,1368.75,605,1,14,14,14035,2.2624,,0.0,,,0.0,0.0,462,143,0.5355,0.3373
brand,Alka-Hydrate,2022-02,1148.48,479,1,14,14,14220,2.3977,,0.0,,,0.0,0.0,345,134,0.3278,0.2304
brand,Alka-Hydrate,2022-03,1346.36,557,1,15,15,14753,2.4172,,0.0,,,0.0,0.0,367,190,0.3016,0.1925
brand,Alka-Hydrate,2022-04,1338.83,546,1,13,13,14920,2.4521,,0.0,,,0.0,0.0,378,168,0.1795,0.0833
brand,Alka-Hydrate,2022-05,1695.71,683,1,19,19,15116,2.4827,,0.0,,,0.0,0.0,507,176,0.1728,0.0927
brand,Alka-Hydrate,2022-06,1798.14,710,1,24,24,15419,2.5326,,0.0,,,0.0,0.0,456,254,0.1789,0.0757
brand,Alka-Hydrate,2022-07,2252.65,936,1,21,21,15430,2.4067,,0.0,,,0.0,0.0,694,242,0.2596,0.1601
brand,Alka-Hydrate,2022-08,2084.44,888,1,21,21,15537,2.3473,,0.0,,,0.0,0.0,684,204,0.1453,0.0781
brand,Alka-Hydrate,2022-09,1597.18,662,1,19,19,15553,2.4127,,0.0,,,0.0,0.0,521,141,0.1964,0.1013
brand,Alka-Hydrate,2022-10,986.75,387,1,13,13,15676,2.5497,,0.0,,,0.0,0.0,269,118,0.3566,0.1973
brand,Alka-Hydrate,2022-11,958.42,350,1,15,15,15767,2.7383,,0.0,,,0.0,0.0,238,112,0.2543,0.1464
brand,Alka-Hydrate,2022-12,646.3,262,1,16,16,15848,2.4668,,0.0,,,0.0,0.0,185,77,0.3817,0.2513
brand,Alka-Hydrate,2023-01,760.52,313,1,15,15,15667,2.4298,,0.0,,,0.0,0.0,228,85,0.3291,0.2
brand,Alka-Hydrate,2023-02,784.32,313,1,12,12,15754,2.5058,,0.0,,,0.0,0.0,222,91,0.2588,0.1369
brand,Alka-Hydrate,2023-03,847.28,352,1,22,22,15943,2.407,,0.0,,,0.0,0.0,260,92,0.3153,0.2085
brand,Alka-Hydrate,2023-04,1410.55,603,1,26,26,16085,2.3392,,0.0,,,0.0,0.0,416,187,0.3615,0.2695
brand,Alka-Hydrate,2023-05,1643.19,723,1,29,29,16262,2.2727,,0.0,,,0.0,0.0,422,301,0.3928,0.2777
brand,Alka-Hydrate,2023-06,1817.67,792,1,26,26,16311,2.295,,0.0,,,0.0,0.0,479,313,0.4242,0.3169
brand,Alka-Hydrate,2023-07,1767.99,751,1,27,27,16296,2.3542,,0.0,,,0.0,0.0,413,338,0.1531,0.0866
brand,Alka-Hydrate,2023-08,1704.09,745,1,24,24,16348,2.2874,,0.0,,,0.0,0.0,475,270,0.1611,0.0902
brand,Alka-Hydrate,2023-09,2256.76,914,1,26,26,16420,2.4691,,0.0,,,0.0,0.0,406,508,0.1083,0.0638
brand,Alka-Hydrate,2023-10,2001.82,808,1,40,40,16433,2.4775,,0.0,,,0.0,0.0,392,416,0.1213,0.0629
brand,Alka-Hydrate,2023-11,1555.78,590,1,39,39,16443,2.6369,,0.0,,,0.0,0.0,247,343,0.1458,0.0866
brand,Alka-Hydrate,2023-12,1573.52,584,1,31,31,16565,2.6944,,0.0,,,0.0,0.0,241,343,0.1729,0.0996
brand,Alka-Hydrate,2024-01,1328.66,490,1,33,33,16410,2.7116,,0.0,,,0.0,0.0,223,267,0.1755,0.0795
brand,Alka-Hydrate,2024-02,1459.58,530,1,32,32,16513,2.7539,,0.0,,,0.0,0.0,242,288,0.1547,0.0681
brand,Alka-Hydrate,2024-03,1561.84,582,1,44,44,16734,2.6836,,0.0,,,0.0,0.0,303,279,0.1546,0.0786
brand,Alka-Hydrate,2024-04,3112.5,1280,1,49,49,16783,2.4316,,0.0,,,0.0,0.0,726,554,0.4313,0.3228
brand,Alka-Hydrate,2024-05,3702.27,1559,1,49,49,17009,2.3748,,0.0,,,0.0,0.0,862,697,0.4965,0.4101
brand,Alka-Hydrate,2024-06,4103.0,1744,1,52,52,17143,2.3526,,0.0,,,0.0,0.0,949,795,0.5304,0.4355
brand,Alka-Hydrate,2024-07,4569.89,1953,1,52,52,17163,2.3399,,0.0,,,0.0,0.0,1047,906,0.5591,0.4672
brand,Alka-Hydrate,2024-08,5006.62,2134,1,49,49,17126,2.3461,,0.0,,,0.0,0.0,1182,952,0.5333,0.4408
brand,Alka-Hydrate,2024-09,4556.16,1927,1,47,47,17200,2.3644,,0.0,,,0.0,0.0,986,941,0.5304,0.4487
brand,Alka-Hydrate,2024-10,4487.65,1912,1,47,47,17368,2.3471,,0.0,,,0.0,0.0,970,942,0.5377,0.455
brand,Alka-Hydrate,2024-11,3472.3,1472,1,46,46,17969,2.3589,,0.0,,,0.0,0.0,806,666,0.5312,0.4667
brand,Alka-Hydrate,2024-12,3042.2,1289,1,43,43,17998,2.3601,,0.0,,,0.0,0.0,591,698,0.5392,0.4813
brand,Alka-Hydrate,2025-01,2796.51,1179,1,40,40,18098,2.3719,,0.0,,,0.0,0.0,558,621,0.5098,0.4473
brand,Alka-Hydrate,2025-02,2922.09,1240,1,38,38,18195,2.3565,,0.0,,,0.0,0.0,540,700,0.5145,0.4563
brand,Alka-Hydrate,2025-03,3831.95,1653,1,37,37,18342,2.3182,,0.0,,,0.0,0.0,769,884,0.5499,0.4815
brand,Alka-Hydrate,2025-04,4243.68,1797,1,40,40,18651,2.3615,,0.0,,,0.0,0.0,827,970,0.5019,0.4305
brand,Alka-Hydrate,2025-05,5204.8,2267,1,37,37,18791,2.2959,,0.0,,,0.0,0.0,1130,1137,0.5717,0.4837
brand,Alka-Hydrate,2025-06,4252.91,1823,1,35,35,18897,2.3329,,0.0,,,0.0,0.0,839,984,0.5211,0.4451
brand,Alka-Hydrate,2025-07,2421.11,927,1,39,39,19270,2.6118,,0.0,,,0.0,0.0,326,601,0.0755,0.0468
brand,Alka-Hydrate,2025-08,2494.11,953,1,38,38,19396,2.6171,,0.0,,,0.0,0.0,297,656,0.149,0.0899
brand,Alka-Hydrate,2025-09,2263.91,861,1,32,32,19610,2.6294,,0.0,,,0.0,0.0,268,593,0.2033,0.1266
brand,Alka-Hydrate,2025-10,2309.96,862,1,31,31,19538,2.6798,,0.0,,,0.0,0.0,182,680,0.1531,0.0906
brand,Alka-Hydrate,2025-11,1940.73,697,1,33,33,19953,2.7844,,0.0,,,0.0,0.0,159,538,0.1334,0.0747
brand,Alka-Hydrate,2025-12,1384.82,498,1,27,27,20022,2.7808,,0.0,,,0.0,0.0,69,429,0.1606,0.1132
brand,Amazon Energy,2019-02,69.94,26,1,1,1,5939,2.69,0.94603,1.0,,0.99558,0.0,1.0,0,26,0.0,0.0
brand,Amazon Energy,2019-04,96.92,34,1,2,2,7282,2.8506,1.0025,1.0,1.00197,0.99558,1.0,1.0,21,13,0.0,0.0
brand,Amazon Energy,2019-05,130.96,46,1,3,3,7913,2.847,1.00122,1.0,1.00124,0.99558,1.0,1.0,28,18,0.0,0.0
brand,Amazon Energy,2019-06,250.98,89,2,3,6,8486,2.82,0.99685,1.0,1.00709,0.99558,1.0,1.0,57,32,0.0112,0.0123
brand,Amazon Energy,2019-07,106.12,38,1,2,2,9021,2.7926,0.98212,1.0,1.00197,0.99558,1.0,1.0,15,23,0.0,0.0
brand,Amazon Energy,2019-08,195.18,69,2,3,6,9456,2.8287,1.00102,1.0,0.99215,1.01532,1.0,1.0,47,22,0.0,0.0
brand,Amazon Energy,2019-09,144.03,49,1,4,4,9882,2.9394,1.03373,1.0,1.00144,,1.0,0.0,38,11,0.0,0.0
brand,Amazon Energy,2019-10,141.21,49,1,4,4,10296,2.8818,1.01349,1.0,0.99958,1.01532,1.0,1.0,34,15,0.0,0.0
brand,Amazon Energy,2019-12,73.72,26,1,3,3,11318,2.8354,0.99715,1.0,0.99926,,1.0,0.0,15,11,0.0,0.0
brand,Amazon Energy,2020-01,118.75,41,1,4,4,11799,2.8963,1.01859,1.0,1.00338,,1.0,0.0,29,12,0.0,0.0
brand,Amazon Energy,2020-02,91.6,32,1,4,4,12202,2.8625,1.00669,1.0,1.00294,,1.0,0.0,21,11,0.0,0.0
brand,Amazon Energy,2020-03,106.03,37,1,5,5,12679,2.8657,1.00781,1.0,1.0065,1.03596,1.0,1.0,15,22,0.0,0.0
brand,Amazon Energy,2020-05,92.79,31,1,3,3,13132,2.9932,1.06442,1.0,1.13843,,1.0,0.0,22,9,0.0,0.0
brand,Amazon Energy,2020-06,292.36,100,2,6,11,13369,2.9236,1.04024,1.0,1.07332,1.11967,1.0,0.3374,41,59,0.0,0.0
brand,Amazon Energy,2020-07,348.68,118,2,6,11,13502,2.9549,1.03425,1.0,1.07332,1.03091,1.0,0.3111,47,71,0.0,0.0
brand,Amazon Energy,2020-08,218.92,74,1,7,7,13515,2.9584,1.05202,1.0,1.11763,,1.0,0.0,35,39,0.0,0.0
brand,Amazon Energy,2020-09,279.76,95,1,6,6,13545,2.9448,1.04721,1.0,1.08358,,1.0,0.0,65,30,0.0,0.0
brand,Amazon Energy,2020-10,243.32,78,1,5,5,13548,3.1195,1.10932,1.0,1.13843,,1.0,0.0,65,13,0.0,0.0
brand,Amazon Energy,2020-11,286.62,94,2,5,8,13486,3.0491,1.0699,1.0,1.07332,1.11231,1.0,0.301,61,33,0.0,0.0
brand,Amazon Energy,2020-12,410.23,137,2,5,7,13606,2.9944,1.04397,1.0,1.03241,,1.0,0.0,129,8,0.0,0.0
brand,Amazon Energy,2021-01,114.84,36,1,1,1,13565,3.19,1.13439,1.0,1.13843,,1.0,0.0,36,0,0.0,0.0
brand,Amazon Energy,2021-02,93.52,30,1,3,3,13620,3.1173,1.09631,1.0,1.07493,,1.0,0.0,27,3,0.0,0.0
brand,Amazon Energy,2021-03,213.11,69,2,4,6,13673,3.0886,1.09336,1.0,1.10829,,1.0,0.0,55,14,0.0,0.0
brand,Amazon Energy,2021-04,334.12,106,2,4,5,13644,3.1521,1.11604,1.0,1.10988,1.08668,1.0,1.0,93,13,0.0,0.0
brand,Amazon Energy,2021-05,391.57,128,2,4,6,13646,3.0591,1.08386,1.0,1.0796,,1.0,0.0,114,14,0.0234,0.0261
brand,Amazon Energy,2021-06,419.5,132,2,3,4,13617,3.178,1.12358,1.0,1.10735,,1.0,0.0,131,1,0.0076,0.0088
